category,fund_code,name,as_of_date,nav,currency,region,target,return_1y,momentum_6m,sharpe,source_sheet
usa,,路博邁投資基金-NB美國房地產基金E月配息類股(南非幣)(基金之配息來源可能為本金),2026-08-11,76.2,南非幣,美國,REIT,13.42,5.8,0.33,淨值+報酬率
usa,,路博邁投資基金-NB美國房地產基金B月配息類股(南非幣)(基金之配息來源可能為本金),2026-08-11,76.18,南非幣,美國,REIT,13.4,5.79,0.33,淨值+報酬率
finance,,富達基金-全球金融服務基金(A股美元),2026-08-11,29.92,美元,全球,金融股,13.37,8.8,0.26,淨值+報酬率
usa,,摩根基金-美國小型企業股票基金A股(美元)(累計),2026-08-11,36.08,美元,美國,股票型,13.35,5.74,0.26,淨值+報酬率
usa,,摩根基金-美國小型企業股票基金A股(美元)(分派)(本基金之配息來源可能為本金),2026-08-11,356.68,美元,美國,股票型,13.32,5.72,0.25,淨值+報酬率
usa,,路博邁投資基金-NB美國小型企業基金B累積類股(澳幣),2026-08-11,13.29,澳幣,美國,中小型股,13.3,4.24,0.26,淨值+報酬率
usa,,路博邁投資基金-NB美國小型企業基金E累積類股(澳幣),2026-08-11,18.6,澳幣,美國,中小型股,13.28,4.26,0.26,淨值+報酬率
usa,,富蘭克林坦伯頓全球投資系列穩定月收益基金美元A(Mdis)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-11,10.0,美元,美國,平衡型,13.25,3.2,0.82,淨值+報酬率
finance,,S＆P金融指數XLF.US,2026-08-11,57.8,美元,美國,市場指數,13.25,10.54,0.26,淨值+報酬率
usa,,富蘭克林高科技基金美元A(本基金之配息來源可能為本金),2026-08-11,201.84,美元,美國,資訊科技股,-37.75,-1.87,0.22,淨值+報酬率
usa,,富蘭克林坦伯頓全球投資系列穩定月收益基金美元A(acc)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-11,16.91,美元,美國,平衡型,13.19,3.11,0.8,淨值+報酬率
usa,,先鋒不動產基金VNQ.US,2026-08-11,96.38,美元,美國,REIT,13.16,5.26,0.34,淨值+報酬率
usa,,施羅德環球基金系列-美國大型股(美元)A1-累積,2026-08-11,372.3944,美元,美國,股票型,13.02,8.72,0.41,淨值+報酬率
usa,,路博邁投資基金-NB美國房地產基金I累積類股(美元)(基金之配息來源可能為本金),2026-08-11,31.11,美元,美國,REIT,12.96,5.67,0.32,淨值+報酬率
usa,,路博邁投資基金-NB美國多元企業機會基金E累積類股(澳幣),2026-08-11,25.53,澳幣,美國,股票型,12.86,7.49,0.35,淨值+報酬率
usa,,安聯收益成長基金-IT累積類股(美元)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-11,2787.64,美元,美國,平衡型,12.72,5.6,0.51,淨值+報酬率
usa,,富蘭克林坦伯頓全球投資系列穩定月收益基金澳幣避險A(Mdis)-H1(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-11,7.29,澳幣,美國,平衡型,12.69,3.15,0.8,淨值+報酬率
usa,,摩根投資基金-美國智選基金A股(美元)(累計),2026-08-11,970.77,美元,美國,股票型,12.55,7.78,0.31,淨值+報酬率
usa,,PGIM JENNISON美國成長基金-A美元累積型,2026-08-11,330.312,美元,美國,股票型,12.53,12.69,0.22,淨值+報酬率
usa,,路博邁投資基金-NB非投資等級債券基金A月配息類股(日圓)-未避險(本基金配息來源可能為本金且主要投資於符合美國 Rule144A 規定之私募性質債券),2026-08-11,1047.57,日圓,美國,非投資等級債券,12.4,4.59,0.52,淨值+報酬率
hong_kong,,iShares MSCI香港指數EWH.US,2026-08-11,22.48,美元,香港,市場指數,12.33,-4.02,0.18,淨值+報酬率
usa,,富蘭克林坦伯頓全球投資系列穩定月收益基金美元F(Mdis)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-11,7.9,美元,美國,平衡型,12.16,2.69,0.74,淨值+報酬率
usa,,摩根基金-美國小型企業股票基金F股(美元)(累計),2026-08-11,108.29,美元,美國,股票型,12.14,5.17,0.23,淨值+報酬率
usa,,駿利亨德森資產管理基金-駿利亨德森美國40基金I2美元,2026-08-11,113.92,美元,美國,股票型,-31.66,1.8,0.22,淨值+報酬率
usa,,安聯收益成長基金-AMg7月收總收益類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,8.8572,美元,美國,平衡型,11.97,5.25,0.48,淨值+報酬率
usa,,安聯收益成長基金-AM穩定月收類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,8.6873,美元,美國,平衡型,11.96,5.25,0.48,淨值+報酬率
usa,,安聯收益成長基金-AM5穩定月收類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,10.9215,美元,美國,平衡型,11.96,5.25,0.48,淨值+報酬率
usa,,安聯收益成長基金-AMg2穩定月收息類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,13.5872,美元,美國,平衡型,11.95,5.24,0.48,淨值+報酬率
usa,,安聯收益成長基金-AT累積類股(美元)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-11,31.1722,美元,美國,平衡型,11.94,5.24,0.48,淨值+報酬率
usa,,安聯收益成長基金-AM穩定月收類股(港幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,8.39,港幣,美國,平衡型,11.92,5.63,0.5,淨值+報酬率
