category,fund_code,name,as_of_date,nav,currency,region,target,return_1y,momentum_6m,sharpe,source_sheet
taiwan,,大華銀四至六年機動到期全球投資等級債券基金B月配(人民幣避險)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,9.956,人民幣,台灣,債券型海外債券投資等級,-0.07,-0.03,-0.63,國內淨值+國內報酬率
taiwan,,宏利實質多重資產基金-NB月配息(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,8.071399999999999,人民幣,台灣,多重資產型,-0.1,-2.7,-0.12,國內淨值+國內報酬率
taiwan,,富邦印度NIFTY基金,2026-08-10,35.49,台幣,台灣,跨國投資指數型,-0.12,-7.68,-0.02,國內淨值+國內報酬率
taiwan,,野村環球非投資等級債券基金-累積型(人民幣)(本基金配息來源可能為本金),2026-08-10,14.9932,人民幣,台灣,債券型非投資等級債券型,-0.12,-0.45,-0.2,國內淨值+國內報酬率
taiwan,,富蘭克林華美全球非投資等級債券基金-A累積型(澳幣)(本基金之配息來源可能為本金),2026-08-10,13.0747,澳幣,台灣,債券型非投資等級債券型,-0.13,0.63,-0.12,國內淨值+國內報酬率
taiwan,,富蘭克林華美全球非投資等級債券基金-B分配型(澳幣)(本基金之配息來源可能為本金),2026-08-10,6.762700000000001,澳幣,台灣,債券型非投資等級債券型,-0.14,0.64,-0.12,國內淨值+國內報酬率
taiwan,,宏利數位基礎設施多重資產基金-B月配息(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.0467,人民幣,台灣,多重資產型,-0.15,-1.69,-0.1,國內淨值+國內報酬率
taiwan,,凱基實質收息多重資產基金NA不配息(美元)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-10,12.2114,美元,台灣,多重資產型,-0.16,-6.56,-0.03,國內淨值+國內報酬率
taiwan,,玉山印度機會債券基金-月配息型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-10,7.0644,台幣,台灣,債券型海外債券投資等級,-0.17,0.0,-0.09,國內淨值+國內報酬率
taiwan,,安聯特別收益多重資產基金-B月配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,8.54,美元,台灣,多重資產型,-0.17,-2.38,-0.13,國內淨值+國內報酬率
taiwan,,玉山印度機會債券基金-累積型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-10,11.0213,台幣,台灣,債券型海外債券投資等級,-0.17,-0.01,-0.09,國內淨值+國內報酬率
taiwan,,安聯特別收益多重資產基金-N月配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,8.53,美元,台灣,多重資產型,-0.17,-2.39,-0.13,國內淨值+國內報酬率
taiwan,,宏利實質多重資產基金-B月配息(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,8.0775,人民幣,台灣,多重資產型,-0.18,-2.77,-0.12,國內淨值+國內報酬率
taiwan,,安聯特別收益多重資產基金-A累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-10,11.96,美元,台灣,多重資產型,-0.18,-2.4,-0.13,國內淨值+國內報酬率
taiwan,,宏利澳洲優選債券收益基金-A不配息(澳幣)(本基金有一定比重得投資於非投資等級之高風險債券),2026-08-10,11.6731,澳幣,台灣,債券型海外債券投資等級,-0.24,0.77,-0.19,國內淨值+國內報酬率
taiwan,,柏瑞新興亞太策略債券基金N9不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-07,13.830499999999999,人民幣,台灣,債券型海外債券投資等級亞洲新興市場,-0.35,-1.71,-0.18,國內淨值+國內報酬率
taiwan,,柏瑞新興亞太策略債券基金A不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-07,14.6121,人民幣,台灣,債券型海外債券投資等級亞洲新興市場,-0.35,-1.71,-0.18,國內淨值+國內報酬率
taiwan,,柏瑞新興亞太策略債券基金B月配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-07,7.7764999999999995,人民幣,台灣,債券型海外債券投資等級亞洲新興市場,-0.36,-1.71,-0.18,國內淨值+國內報酬率
taiwan,,柏瑞新興亞太策略債券基金N月配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-07,7.9475,人民幣,台灣,債券型海外債券投資等級亞洲新興市場,-0.36,-1.71,-0.18,國內淨值+國內報酬率
taiwan,,路博邁全球策略收益債券基金T月配型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,9.05,人民幣,台灣,債券型海外債券投資等級,-0.37,-2.54,-0.24,國內淨值+國內報酬率
taiwan,,路博邁全球策略收益債券基金N累積型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.88,人民幣,台灣,債券型海外債券投資等級,-0.4,-2.56,-0.24,國內淨值+國內報酬率
taiwan,,富蘭克林華美富蘭克林全球債券組合基金-分配型(人民幣)(本基金之配息來源可能為本金),2026-08-10,10.9781,人民幣,台灣,全球組合型債券型,-0.42,-2.35,-0.2,國內淨值+國內報酬率
taiwan,,野村環球非投資等級債券基金-月配型(人民幣)(本基金配息來源可能為本金),2026-08-10,7.2724,人民幣,台灣,債券型非投資等級債券型,-0.42,-0.56,-0.25,國內淨值+國內報酬率
taiwan,,富邦亞太優質債券基金B配息(人民幣)(基金之配息來源可能為本金),2026-08-10,9.5956,人民幣,台灣,債券型海外債券投資等級,-0.43,-1.62,-0.28,國內淨值+國內報酬率
taiwan,,富邦亞太優質債券基金A不配息(人民幣)(基金之配息來源可能為本金),2026-08-10,14.1619,人民幣,台灣,債券型海外債券投資等級,-0.43,-2.03,-0.28,國內淨值+國內報酬率
taiwan,,台新ESG環保愛地球成長基金-NA不配息(澳幣),2026-08-10,10.384599999999999,澳幣,台灣,跨國投資股票型全球市場,-0.43,5.93,-0.02,國內淨值+國內報酬率
taiwan,,富蘭克林華美富蘭克林全球債券組合基金-累積型(人民幣)(本基金之配息來源可能為本金),2026-08-10,11.458,人民幣,台灣,全球組合型債券型,-0.43,-2.35,-0.2,國內淨值+國內報酬率
taiwan,,大華銀新加坡房地產收益基金A累積(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-07,10.13,美元,台灣,不動產證券化型,-0.44,-6.07,-0.03,國內淨值+國內報酬率
taiwan,,大華銀新加坡房地產收益基金NA累積(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-07,10.13,美元,台灣,不動產證券化型,-0.44,-6.07,-0.03,國內淨值+國內報酬率
taiwan,,匯豐資源豐富國家收益基金-AM2月配型(人民幣)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,9.6973,人民幣,台灣,債券型海外債券投資等級,-0.44,-3.65,-0.09,國內淨值+國內報酬率
taiwan,,匯豐資源豐富國家收益基金-NM2月配型(人民幣)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,9.912099999999999,人民幣,台灣,債券型海外債券投資等級,-0.45,-3.65,-0.09,國內淨值+國內報酬率
taiwan,,大華銀七年到期新興市場債券基金B季配(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,8.9387,人民幣,台灣,債券型海外債券投資等級全球新興市場,-0.46,-0.24,-0.7,國內淨值+國內報酬率
taiwan,,野村全天候環球債券基金-累積S類型(台幣)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.9517,台幣,台灣,全球組合型債券型,-0.48,-0.48,-1.02,國內淨值+國內報酬率
taiwan,,大華銀七年到期新興市場債券基金A累積(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,11.2214,人民幣,台灣,債券型海外債券投資等級全球新興市場,-0.49,-0.35,-0.73,國內淨值+國內報酬率
taiwan,,路博邁全球策略收益債券基金N月配型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,9.04,人民幣,台灣,債券型海外債券投資等級,-0.49,-2.66,-0.25,國內淨值+國內報酬率
taiwan,,路博邁全球策略收益債券基金T累積型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.88,人民幣,台灣,債券型海外債券投資等級,-0.5,-2.56,-0.26,國內淨值+國內報酬率
taiwan,,大華銀新加坡房地產收益基金B月配(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-07,7.06,美元,台灣,不動產證券化型,-0.51,-6.17,-0.04,國內淨值+國內報酬率
taiwan,,大華銀新加坡房地產收益基金NB月配(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-07,7.06,美元,台灣,不動產證券化型,-0.51,-6.17,-0.04,國內淨值+國內報酬率
taiwan,,大華銀四至六年機動到期新興市場優質主權債券基金B月配(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,9.3752,人民幣,台灣,債券型海外債券投資等級全球新興市場,-0.51,-0.25,-0.78,國內淨值+國內報酬率
taiwan,,玉山四到六年機動到期新興金融基礎建設債券基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-10,9.7025,人民幣,台灣,債券型海外債券投資等級,-0.55,-0.45,-0.55,國內淨值+國內報酬率
taiwan,,玉山四到六年機動到期新興金融基礎建設債券基金-季配息型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-10,7.217700000000001,人民幣,台灣,債券型海外債券投資等級,-0.55,-0.45,-0.55,國內淨值+國內報酬率
taiwan,,富邦亞洲非投資等級債券基金-NB配息(美元)(本基金之配息來源可能為本金),2026-08-10,0.1422,美元,台灣,債券型非投資等級債券型,-0.56,-1.11,-0.24,國內淨值+國內報酬率
taiwan,,台新ESG環保愛地球成長基金-A不配息(澳幣),2026-08-10,10.4144,澳幣,台灣,跨國投資股票型全球市場,-0.6,5.78,-0.02,國內淨值+國內報酬率
taiwan,,聯博債券收益組合基金A2不配息(人民幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金及收益平準金),2026-08-11,20.71,人民幣,台灣,全球組合型債券型,-0.61,-1.99,-0.25,國內淨值+國內報酬率
taiwan,,大華銀四至六年機動到期新興市場優質主權債券基金A累積(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.9583,人民幣,台灣,債券型海外債券投資等級全球新興市場,-0.62,-0.27,-0.83,國內淨值+國內報酬率
taiwan,,柏瑞ESG新興市場企業策略債券基金A不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-10,13.2836,人民幣,台灣,債券型海外債券投資等級全球新興市場,-0.63,-1.65,-0.29,國內淨值+國內報酬率
taiwan,,柏瑞ESG新興市場企業策略債券基金N9不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-10,12.8134,人民幣,台灣,債券型海外債券投資等級全球新興市場,-0.63,-1.65,-0.28,國內淨值+國內報酬率
taiwan,,柏瑞ESG新興市場企業策略債券基金N月配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,7.2764,人民幣,台灣,債券型海外債券投資等級全球新興市場,-0.63,-1.65,-0.28,國內淨值+國內報酬率
taiwan,,群益印度中小基金(美元),2026-08-10,27.392799999999998,美元,台灣,跨國投資股票型單一國家,-0.63,-1.72,-0.04,國內淨值+國內報酬率
taiwan,,群益印度中小基金N類型(美元),2026-08-10,19.4582,美元,台灣,跨國投資股票型單一國家,-0.63,-1.72,-0.04,國內淨值+國內報酬率
taiwan,,柏瑞ESG新興市場企業策略債券基金B月配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,7.057099999999999,人民幣,台灣,債券型海外債券投資等級全球新興市場,-0.63,-1.65,-0.29,國內淨值+國內報酬率
taiwan,,聯博債券收益組合基金AA配息(人民幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金及收益平準金),2026-08-11,9.72,人民幣,台灣,全球組合型債券型,-0.64,-1.89,-0.28,國內淨值+國內報酬率
taiwan,,聯邦高息策略多重資產基金-B月配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金，本基金並無保證收益及配息),2026-08-10,7.48,美元,台灣,多重資產型,-0.64,-2.58,-0.07,國內淨值+國內報酬率
taiwan,,瀚亞三至六年到期新興市場收益機會債券基金B配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,9.613,人民幣,台灣,債券型海外債券投資等級,-0.64,-0.68,-0.5,國內淨值+國內報酬率
taiwan,,宏利澳洲優選債券收益基金-B月配息(澳幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,8.7439,澳幣,台灣,債券型海外債券投資等級,-0.66,0.36,-0.23,國內淨值+國內報酬率
taiwan,,聯邦高息策略多重資產基金-ND月配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金，本基金並無保證收益及配息),2026-08-10,7.45,美元,台灣,多重資產型,-0.67,-2.74,-0.08,國內淨值+國內報酬率
taiwan,,聯邦高息策略多重資產基金-A不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金，本基金並無保證收益及配息),2026-08-10,10.12,美元,台灣,多重資產型,-0.76,-2.67,-0.08,國內淨值+國內報酬率
taiwan,,富邦中國非投資等級債券基金B配息(人民幣)(基金之配息來源可能為本金),2026-08-10,4.576099999999999,人民幣,台灣,債券型非投資等級債券型,-0.78,-0.92,-0.26,國內淨值+國內報酬率
taiwan,,富邦中國非投資等級債券基金A不配息(人民幣)(基金之配息來源可能為本金),2026-08-10,9.5816,人民幣,台灣,債券型非投資等級債券型,-0.78,-1.42,-0.26,國內淨值+國內報酬率
taiwan,,第一金全球Fitness健康瘦身基金(台幣),2026-08-10,9.25,台幣,台灣,跨國投資股票型全球市場,-0.84,-6.14,-0.03,國內淨值+國內報酬率
taiwan,,第一金全球Fitness健康瘦身基金N類型(台幣),2026-08-10,9.24,台幣,台灣,跨國投資股票型全球市場,-0.84,-6.15,-0.03,國內淨值+國內報酬率
taiwan,,合庫全球非投資等級債券基金-A不配息(澳幣),2026-08-10,14.1523,澳幣,台灣,債券型非投資等級債券型,-0.84,1.05,-0.15,國內淨值+國內報酬率
taiwan,,宏利亞太入息債券基金-C月配息(人民幣避險)(本基金之配息來源可能為本金及收益平準金且並無保證收益及配息),2026-08-07,2.9557,人民幣,台灣,債券型海外債券投資等級,-0.85,-1.94,-0.4,國內淨值+國內報酬率
taiwan,,宏利亞太入息債券基金-A不配息(人民幣避險),2026-08-07,4.2762,人民幣,台灣,債券型海外債券投資等級,-0.85,-1.69,-0.37,國內淨值+國內報酬率
taiwan,,柏瑞多重資產特別收益基金N9不配息(日圓)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-10,11.5472,日圓,台灣,多重資產型,-0.88,-2.5,-0.24,國內淨值+國內報酬率
taiwan,,柏瑞多重資產特別收益基金A不配息(日圓)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-10,11.5311,日圓,台灣,多重資產型,-0.88,-2.5,-0.24,國內淨值+國內報酬率
taiwan,,合庫全球非投資等級債券基金-B配息(澳幣)(本基金配息來源可能為本金),2026-08-10,6.4658,澳幣,台灣,債券型非投資等級債券型,-0.88,0.98,-0.15,國內淨值+國內報酬率
taiwan,,柏瑞多重資產特別收益基金N月配息(日圓)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.873899999999999,日圓,台灣,多重資產型,-0.88,-2.51,-0.24,國內淨值+國內報酬率
taiwan,,柏瑞多重資產特別收益基金B月配息(日圓)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.8725,日圓,台灣,多重資產型,-0.88,-2.51,-0.24,國內淨值+國內報酬率
taiwan,,元大2至10年投資級企業債券基金I不配息(美元),2026-08-11,11.910400000000001,美元,台灣,債券型海外債券投資等級,-0.9,-1.9,-0.28,國內淨值+國內報酬率
taiwan,,路博邁ESG優選平衡基金N月配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.74,人民幣,台灣,股票債券平衡型跨國投資型,-0.93,0.07,-0.08,國內淨值+國內報酬率
taiwan,,宏利特別股息收益基金-A不配息(美元),2026-08-10,12.4,美元,台灣,跨國投資股票型全球市場,-0.96,-3.47,-0.14,國內淨值+國內報酬率
taiwan,,路博邁優質企業債券基金T累積型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,11.05,人民幣,台灣,債券型海外債券投資等級,-0.99,-2.52,-0.33,國內淨值+國內報酬率
taiwan,,路博邁優質企業債券基金N累積型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,11.05,人民幣,台灣,債券型海外債券投資等級,-0.99,-2.52,-0.33,國內淨值+國內報酬率
taiwan,,宏利中國離岸債券基金-B季配息(人民幣)(本基金之配息來源可能為本金及收益平準金),2026-08-07,3.1054,人民幣,台灣,債券型海外債券投資等級,-0.99,-1.05,-0.59,國內淨值+國內報酬率
taiwan,,野村特別時機非投資等級債券基金-月配N類型(澳幣)(本基金配息來源可能為本金),2026-08-10,8.1182,澳幣,台灣,債券型非投資等級債券型,-1.01,0.4,-0.18,國內淨值+國內報酬率
taiwan,,宏利特別股息收益基金-NA不配息(美元),2026-08-10,11.73,美元,台灣,跨國投資股票型全球市場,-1.01,-3.51,-0.14,國內淨值+國內報酬率
taiwan,,富蘭克林華美全球非投資等級債券基金-NC分配型(人民幣)(本基金之配息來源可能為本金),2026-08-10,7.009599999999999,人民幣,台灣,債券型非投資等級債券型,-1.02,-1.7,-0.38,國內淨值+國內報酬率
taiwan,,富蘭克林華美全球非投資等級債券基金-B分配型(人民幣)(本基金之配息來源可能為本金),2026-08-10,7.6632,人民幣,台灣,債券型非投資等級債券型,-1.02,-1.7,-0.38,國內淨值+國內報酬率
taiwan,,富蘭克林華美全球非投資等級債券基金-A累積型(人民幣)(本基金之配息來源可能為本金),2026-08-10,14.653300000000002,人民幣,台灣,債券型非投資等級債券型,-1.02,-1.7,-0.38,國內淨值+國內報酬率
taiwan,,富蘭克林華美全球非投資等級債券基金-C分配型(人民幣)(本基金之配息來源可能為本金),2026-08-10,6.3518,人民幣,台灣,債券型非投資等級債券型,-1.02,-1.7,-0.38,國內淨值+國內報酬率
taiwan,,路博邁優質企業債券基金N月配型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,7.95,人民幣,台灣,債券型海外債券投資等級,-1.03,-2.54,-0.33,國內淨值+國內報酬率
taiwan,,路博邁優質企業債券基金T月配型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,7.95,人民幣,台灣,債券型海外債券投資等級,-1.03,-2.54,-0.36,國內淨值+國內報酬率
taiwan,,路博邁ESG優選平衡基金T月配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.65,人民幣,台灣,股票債券平衡型跨國投資型,-1.04,0.07,-0.09,國內淨值+國內報酬率
taiwan,,野村特別時機非投資等級債券基金-月配N類型(人民幣)(本基金配息來源可能為本金),2026-08-10,8.0309,人民幣,台灣,債券型非投資等級債券型,-1.04,-1.6,-0.37,國內淨值+國內報酬率
taiwan,,野村特別時機非投資等級債券基金-月配型(人民幣)(本基金配息來源可能為本金),2026-08-10,8.0298,人民幣,台灣,債券型非投資等級債券型,-1.05,-1.6,-0.37,國內淨值+國內報酬率
taiwan,,東方匯理全球投資等級綠色債券基金-AD月配型(人民幣避險)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,9.05,人民幣,台灣,債券型海外債券投資等級,-1.05,-2.1,-0.41,國內淨值+國內報酬率
taiwan,,野村全球短期收益基金-月配型(台幣)(本基金之配息來源可能為本金且並無保證收益及配息),2026-08-10,10.525,台幣,台灣,債券型海外債券投資等級,-1.08,-2.32,-0.35,國內淨值+國內報酬率
taiwan,,中國信託亞太實質收息多重資產基金-A累積型(台幣)(基金之配息來源可能為本金且基金並無保證收益及配息),2026-08-10,11.81,台幣,台灣,多重資產型,-1.1,-5.75,-0.02,國內淨值+國內報酬率
taiwan,,合庫全球非投資等級債券基金-B配息(人民幣)(本基金配息來源可能為本金),2026-08-10,7.6844,人民幣,台灣,債券型非投資等級債券型,-1.11,-1.07,-0.62,國內淨值+國內報酬率
taiwan,,東方匯理全球投資等級綠色債券基金-A2累積型(人民幣避險)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.81,人民幣,台灣,債券型海外債券投資等級,-1.11,-2.19,-0.41,國內淨值+國內報酬率
taiwan,,東方匯理全球投資等級綠色債券基金-N2累積型(人民幣避險)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.78,人民幣,台灣,債券型海外債券投資等級,-1.11,-2.2,-0.42,國內淨值+國內報酬率
taiwan,,野村特別時機非投資等級債券基金-累積型(人民幣)(本基金配息來源可能為本金),2026-08-10,11.281,人民幣,台灣,債券型非投資等級債券型,-1.13,-1.64,-0.39,國內淨值+國內報酬率
taiwan,,台新優先順位資產抵押非投資等級債券基金-A不配息(人民幣)(本基金之配息來源可能為本金),2026-08-10,12.6046,人民幣,台灣,債券型非投資等級債券型,-1.14,-1.35,-0.42,國內淨值+國內報酬率
taiwan,,瑞銀優質精選收益基金-A不配息(人民幣),2026-08-10,11.495,人民幣,台灣,債券型海外債券投資等級,-1.15,-2.22,-0.38,國內淨值+國內報酬率
taiwan,,野村特別時機非投資等級債券基金-月配型(澳幣)(本基金配息來源可能為本金),2026-08-10,8.1366,澳幣,台灣,債券型非投資等級債券型,-1.15,0.4,-0.18,國內淨值+國內報酬率
taiwan,,瑞銀優質精選收益基金-B月配息(人民幣)(本基金之配息來源可能為本金),2026-08-10,8.6458,人民幣,台灣,債券型海外債券投資等級,-1.15,-2.22,-0.38,國內淨值+國內報酬率
taiwan,,合庫全球非投資等級債券基金-A不配息(人民幣),2026-08-10,15.879900000000001,人民幣,台灣,債券型非投資等級債券型,-1.15,-1.07,-0.63,國內淨值+國內報酬率
taiwan,,瑞銀優質精選收益基金-NB月配息(人民幣)(本基金之配息來源可能為本金),2026-08-10,8.3271,人民幣,台灣,債券型海外債券投資等級,-1.15,-2.22,-0.38,國內淨值+國內報酬率
taiwan,,東方匯理全球投資等級綠色債券基金-ND月配型(人民幣避險)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,9.06,人民幣,台灣,債券型海外債券投資等級,-1.16,-2.1,-0.46,國內淨值+國內報酬率
taiwan,,中國信託亞太實質收息多重資產基金-NB分配型(台幣)(基金之配息來源可能為本金且基金並無保證收益及配息),2026-08-10,9.0,台幣,台灣,多重資產型,-1.16,-5.82,-0.02,國內淨值+國內報酬率
taiwan,,中國信託亞太實質收息多重資產基金-B分配型(台幣)(基金之配息來源可能為本金且基金並無保證收益及配息),2026-08-10,9.0,台幣,台灣,多重資產型,-1.16,-5.82,-0.02,國內淨值+國內報酬率
taiwan,,元大2至10年投資級企業債券基金A不配息(美元),2026-08-11,11.8025,美元,台灣,債券型海外債券投資等級,-1.23,-2.05,-0.33,國內淨值+國內報酬率
taiwan,,元大2至10年投資級企業債券基金B配息(美元),2026-08-11,10.1242,美元,台灣,債券型海外債券投資等級,-1.23,-2.05,-0.33,國內淨值+國內報酬率
taiwan,,元大新興印尼機會債券基金B配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-11,6.9627,台幣,台灣,債券型海外債券投資等級亞洲新興市場,-1.38,-6.29,-0.08,國內淨值+國內報酬率
taiwan,,元大新興印尼機會債券基金A不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-11,12.9811,台幣,台灣,債券型海外債券投資等級亞洲新興市場,-1.39,-6.29,-0.08,國內淨值+國內報酬率
taiwan,,台新策略優選總回報非投資等級債券基金-A不配息(人民幣)(本基金之配息來源可能為本金),2026-08-10,12.6616,人民幣,台灣,債券型非投資等級債券型,-1.39,-1.01,-0.58,國內淨值+國內報酬率
taiwan,,路博邁ESG優選平衡基金N累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.86,人民幣,台灣,股票債券平衡型跨國投資型,-1.4,0.1,-0.13,國內淨值+國內報酬率
taiwan,,柏瑞全球策略量化債券基金N9不配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券),2026-08-10,10.5251,人民幣,台灣,債券型海外債券投資等級,-1.42,-2.63,-0.4,國內淨值+國內報酬率
taiwan,,柏瑞全球策略量化債券基金A不配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券),2026-08-10,10.525,人民幣,台灣,債券型海外債券投資等級,-1.42,-2.63,-0.4,國內淨值+國內報酬率
taiwan,,柏瑞全球策略量化債券基金N月配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,8.1845,人民幣,台灣,債券型海外債券投資等級,-1.42,-2.63,-0.4,國內淨值+國內報酬率
taiwan,,柏瑞全球策略量化債券基金B月配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,8.1844,人民幣,台灣,債券型海外債券投資等級,-1.42,-2.63,-0.4,國內淨值+國內報酬率
taiwan,,國泰20年期(以上)美國公債指數基金(美元)(基金之配息來源可能為收益平準金),2026-08-11,10.0715,美元,台灣,債券型海外債券ETF,-1.52,-4.38,-0.14,國內淨值+國內報酬率
taiwan,,台新靈活入息債券基金-NA不配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券，配息來源可能為本金且並無保證收益及配息),2026-08-10,11.257299999999999,人民幣,台灣,債券型海外債券投資等級,-1.54,-1.96,-0.62,國內淨值+國內報酬率
taiwan,,台新靈活入息債券基金-A不配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券，配息來源可能為本金且並無保證收益及配息),2026-08-10,11.2453,人民幣,台灣,債券型海外債券投資等級,-1.57,-1.96,-0.62,國內淨值+國內報酬率
taiwan,,宏利特別股息收益基金-NB月配息(美元)(本基金之配息來源可能為本金且無保證收益及配息),2026-08-10,8.55,美元,台灣,跨國投資股票型全球市場,-1.59,-4.17,-0.17,國內淨值+國內報酬率
taiwan,,台新優先順位資產抵押非投資等級債券基金-N配息(人民幣)(本基金之配息來源可能為本金),2026-08-10,8.551200000000001,人民幣,台灣,債券型非投資等級債券型,-1.6,-1.8,-0.5,國內淨值+國內報酬率
taiwan,,國泰豐益債券組合基金-A不配息(澳幣)(基金之配息來源可能為本金),2026-08-11,0.6795,澳幣,台灣,全球組合型債券型,-1.61,2.26,-0.1,國內淨值+國內報酬率
taiwan,,宏利特別股息收益基金-B月配息(美元)(本基金之配息來源可能為本金且無保證收益及配息),2026-08-10,8.19,美元,台灣,跨國投資股票型全球市場,-1.62,-4.15,-0.17,國內淨值+國內報酬率
taiwan,,台新優先順位資產抵押非投資等級債券基金-B配息(人民幣)(本基金之配息來源可能為本金),2026-08-10,8.866100000000001,人民幣,台灣,債券型非投資等級債券型,-1.64,-1.84,-0.5,國內淨值+國內報酬率
