rank,category_name,name,moneydj_id,twelve_data_symbol,benchmark,return_1y,benchmark_return_1y,excess_return_1y,momentum_6m,sharpe,max_drawdown,recovery_days,score,signal,status
1,量子電腦,此來源目前無可驗證基金,,,QTUM,,,,,,,,,待資料,活動績效表無對應資料
